Full name,Make,Model,Year,Category,Rating,Price as new (MSRP),Displacement,Engine type,Engine details,Power,Torque,Top speed,1/4 mile (0.4 km),0-100 km/h (0-62 mph),"60-140 km/h (37-87 mph), highest gear",Max RPM,Compression,Bore x stroke,Valves per cylinder,Fuel system,Fuel control,Ignition,Lubrication system,Cooling system,Gearbox,Transmission type,Clutch,Driveline,Fuel consumption,Greenhouse gases,Emission details,Exhaust system,Frame type,Rake (fork angle),Trail,Front suspension,Front wheel travel (mm),Rear suspension,Rear wheel travel (mm),Front tyre,Rear tyre,Front brakes,Front brakes diameter,Rear brakes,Rear brakes diameter,Wheels,Seat,Dry weight,"Weight incl. oil, gas, etc",Power/weight ratio,Front percentage of weight,Rear percentage of weight,Seat height,Alternate seat height,Overall height,Overall length,Overall width,Ground clearance,Wheelbase,Fuel capacity,Reserve fuel capacity,Oil capacity,Color options,Starter,Instruments,Electrical,Light,Carrying capacity,Factory warranty,Comments,Modifications compared to previous model,Engine oil,Oil filter,Brake fluid,Coolant,Battery,Spark plugs,Idle speed,Chain size,Chain links,Sprockets,Tire pressure front,Tire pressure rear,Fork tube size,Profilation
Yamaha YZF-R1,Yamaha,YZF-R1,2021,Sport," 3.1  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.","US$ 17399.   MSRP depends on country, taxes, accessories, etc.",998.0 ccm (60.90 cubic inches),Crossplane crankshaft technology. Titanium intake valves.,"In-line four, four-stroke",200.0 HP (146.0  kW)) @ 13500 RPM,112.4 Nm (11.5 kgf-m or 82.9 ft.lbs) @ 11500 RPM,,,,,,13.0:1,79.0 x 50.9 mm (3.1 x 2.0 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),Multiplate assist and slipper clutch,,7.13 litres/100 km (14.0 km/l or 32.99 mpg),165.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,,Titanium Exhaust,Aluminum Deltabox,24.0&deg;,102 mm (4.0 inches),43mm KYBÆ inverted fork; fully adjustable,119 mm (4.7 inches),"KYBÆ piggyback shock, 4-way adjustable",119 mm (4.7 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS. Hydraulic. Four-piston calipers. ,320 mm (12.6 inches),Single disc. ABS. ,220 mm (8.7 inches),Bridgestone RS11 Tires,,,203.2 kg (448.0 pounds),,,,"856 mm (33.7 inches) If adjustable, lowest setting.",,1151 mm (45.3 inches),2055 mm (80.9 inches),691 mm (27.2 inches),,1405 mm (55.3 inches),17.03 litres (4.50 US gallons),,3.90 litres (4.12 US quarts),"Team Yamaha Blue, Raven",Electric,Colour TFT.,,LED headlights,,1 Year Limited Factory Warranty,Small windscreen. Traction Control.,,,,,,,,,,,,,,,"Legendary R-Series Handling
Built around Yamahaîôs refined DeltaboxÆ aluminum frame technology and mounting high-spec, fully-adjustable suspension, the YZF-R1 exemplifies over 20 years of chassis technology developed on racetracks around the world."
Yamaha YZF-R1,Yamaha,YZF-R1,2020,Sport,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,"US$ 17399.   MSRP depends on country, taxes, accessories, etc.",998.0 ccm (60.90 cubic inches),Crossplane crankshaft technology. Titanium intake valves.,"In-line four, four-stroke",200.0 HP (146.0  kW)) @ 13500 RPM,112.4 Nm (11.5 kgf-m or 82.9 ft.lbs) @ 11500 RPM,,,,,,13.0:1,79.0 x 50.9 mm (3.1 x 2.0 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),Multiplate assist and slipper clutch,O-ring chain,6.92 litres/100 km (14.5 km/l or 33.99 mpg),160.5 CO2 g/km. (CO2 - Carbon dioxide emission) ,,Titanium Exhaust,Aluminum Deltabox,24.0&deg;,102 mm (4.0 inches),43mm KYBÆ inverted fork; fully adjustable,119 mm (4.7 inches),"KYBÆ piggyback shock, 4-way adjustable",119 mm (4.7 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS. Hydraulic. Four-piston calipers. ,320 mm (12.6 inches),Single disc. ABS. ,220 mm (8.7 inches),,,,203.2 kg (448.0 pounds),,,,"856 mm (33.7 inches) If adjustable, lowest setting.",,1151 mm (45.3 inches),2055 mm (80.9 inches),691 mm (27.2 inches),,1405 mm (55.3 inches),17.03 litres (4.50 US gallons),,3.90 litres (4.12 US quarts),"Yamaha Blue, Rapid Red",Electric,,,,,1 Year Limited Factory Warranty,,"New electronic systems boost rider confidence and control, while the revised engine, updated suspension and brakes, and improved aerodynamics complete the package.",,,,,,,,,,,,,,"The 998cc inline-four-cylinder engine features Yamahaîôs exclusive crossplane crankshaft technology derived from the YZR-M1 MotoGPÆ machine. Every aspect of this unique engine is built to thrill, and for 2020, updates include a new cylinder head, intake system, fuel injectors and airbox."
Yamaha YZF-R1,Yamaha,YZF-R1,2019,Sport," 3.3  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",,998.0 ccm (60.90 cubic inches),Crossplane crankshaft technology. Titanium intake valves.,"In-line four, four-stroke",200.0 HP (146.0  kW)) @ 13500 RPM,112.4 Nm (11.5 kgf-m or 82.9 ft.lbs) @ 11500 RPM,,,,,,13.0:1,79.0 x 50.9 mm (3.1 x 2.0 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),Multiplate assist and slipper clutch,O-ring chain,6.92 litres/100 km (14.5 km/l or 33.99 mpg),160.5 CO2 g/km. (CO2 - Carbon dioxide emission) ,,Titanium Exhaust,Aluminum Deltabox,24.0&deg;,102 mm (4.0 inches),43mm KYBÆ inverted fork; fully adjustable,119 mm (4.7 inches),"KYBÆ piggyback shock, 4-way adjustable",119 mm (4.7 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS. Hydraulic. Four-piston calipers. ,320 mm (12.6 inches),Single disc. ABS. ,220 mm (8.7 inches),,,,200.0 kg (441.0 pounds),,,,"856 mm (33.7 inches) If adjustable, lowest setting.",,1151 mm (45.3 inches),2055 mm (80.9 inches),691 mm (27.2 inches),,1405 mm (55.3 inches),17.03 litres (4.50 US gallons),,3.90 litres (4.12 US quarts),"Yamaha Blue, Rapid Red",Electric,,,,,1 Year Limited Factory Warranty,"Traction Control, Slide Control, Wheel Lift Control, Quickshifter, Launch Control, ABS, Unified Braking System.",,,,,,,,,,,,,,,"The YZF-R1 pioneered the use of the first six-axis Inertial Measurement Unit (IMU) ever offered on a street-going motorcycle. The IMU consists of a gyro sensor that measures pitch, roll, and yaw, as well as an accelerometer that measures acceleration in the fore-aft, up- down, and right-left directionsî¶ all at a rate of 125 calculations per second. By calculating each signal, the IMU finds the precise vehicle position and movement, and communicates it to the ECU, enabling it to control the bikeîôs systems."
Yamaha YZF-R1,Yamaha,YZF-R1,2018,Sport," 3.1  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.","US$ 16699.   MSRP depends on country, taxes, accessories, etc.",998.0 ccm (60.90 cubic inches),Crossplane crankshaft technology. Titanium intake valves.,"In-line four, four-stroke",200.0 HP (146.0  kW)) @ 13500 RPM,112.4 Nm (11.5 kgf-m or 82.9 ft.lbs) @ 11500 RPM,,,,,,13.0:1,79.0 x 50.9 mm (3.1 x 2.0 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),Multiplate assist and slipper clutch,O-ring chain,7.20 litres/100 km (13.9 km/l or 32.67 mpg),167.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,Titanium Exhaust,Aluminum Deltabox,24.0&deg;,102 mm (4.0 inches),43mm KYBÆ inverted fork; fully adjustable,119 mm (4.7 inches),"KYBÆ piggyback shock, 4-way adjustable",119 mm (4.7 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS. Hydraulic. Four-piston calipers. ,320 mm (12.6 inches),Single disc. ABS. ,220 mm (8.7 inches),,,,200.0 kg (441.0 pounds),,,,"856 mm (33.7 inches) If adjustable, lowest setting.",,1151 mm (45.3 inches),2055 mm (80.9 inches),691 mm (27.2 inches),,1405 mm (55.3 inches),17.03 litres (4.50 US gallons),,3.90 litres (4.12 US quarts),"Raven, Team Yamaha Blue",Electric,,,,,1 Year Limited Factory Warranty,"Traction Control, Slide Control, Wheel Lift Control, Quickshifter, Launch Control, ABS, Unified Braking System.",,,,,,,,,,,,,,,"Featuring titanium fracture-split connecting rods, an offset cylinder block and magnesium covers, the motor delivers extremely high horsepower and a strong pulse of linear torque for outstanding performance, all wrapped in aerodynamic MotoGPÆ-style bodywork. "
Yamaha YZF-R1,Yamaha,YZF-R1,2017,Sport," 3.2  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",,998.0 ccm (60.90 cubic inches),Crossplane crankshaft technology. Titanium intake valves.,"In-line four, four-stroke",200.0 HP (146.0  kW)) @ 13500 RPM,112.4 Nm (11.5 kgf-m or 82.9 ft.lbs) @ 11500 RPM,,,,,,13.0:1,79.0 x 50.9 mm (3.1 x 2.0 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),Multiplate slipper clutch,O-ring chain,7.20 litres/100 km (13.9 km/l or 32.67 mpg),167.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,Titanium Exhaust,,24.0&deg;,102 mm (4.0 inches),"Telescopic forks, ? 43 mm",119 mm (4.7 inches),"Swingarm, (link suspension)",119 mm (4.7 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS. Hydraulic. Four-piston calipers. ,320 mm (12.6 inches),Single disc. ABS. ,220 mm (8.7 inches),,,,199.0 kg (438.7 pounds),,,,"856 mm (33.7 inches) If adjustable, lowest setting.",,1151 mm (45.3 inches),2055 mm (80.9 inches),691 mm (27.2 inches),,1405 mm (55.3 inches),17.03 litres (4.50 US gallons),,3.90 litres (4.12 US quarts),"Tech Black, Race Blu",Electric,,,,,1 Year Limited Factory Warranty,"Traction Control, Slide Control, Wheel Lift Control, Quickshifter, Launch Control, ABS, Unified Braking System.",,,,,,,,,,,,,,,"Packed with MotoGP YZR-M1 technology, a crossplane engine, short wheelbase chassis and high-tech electronics, the R1 is ready to connect to your body and take your riding to a new level."
Yamaha YZF-R1,Yamaha,YZF-R1,2016,Sport," 3.6  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",US$ 16490. Euro 18495,998.0 ccm (60.90 cubic inches),Crossplane crankshaft technology. Titanium intake valves.,"In-line four, four-stroke",200.0 HP (146.0  kW)) @ 13500 RPM,112.4 Nm (11.5 kgf-m or 82.9 ft.lbs) @ 11500 RPM,,,,,,13.0:1,79.0 x 50.9 mm (3.1 x 2.0 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),Multiplate slipper clutch,O-ring chain,6.92 litres/100 km (14.5 km/l or 33.99 mpg),160.5 CO2 g/km. (CO2 - Carbon dioxide emission) ,,Titanium Exhaust,,24.0&deg;,102 mm (4.0 inches),43mm KYB  inverted fork,119 mm (4.7 inches),"KYB  Single shock w/piggyback reservoir, 4-way adjustable",119 mm (4.7 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS. Hydraulic. Four-piston calipers. ,320 mm (12.6 inches),Single disc. ABS. ,220 mm (8.7 inches),,,,199.1 kg (439.0 pounds),,,,"856 mm (33.7 inches) If adjustable, lowest setting.",,1151 mm (45.3 inches),2055 mm (80.9 inches),691 mm (27.2 inches),,1405 mm (55.3 inches),17.03 litres (4.50 US gallons),,3.90 litres (4.12 US quarts),"60th Anniversary Yellow, Team Yamaha Blue/Matte Silver, Matte Gray",Electric,,,,,1 Year Limited Factory Warranty,"Traction Control, Slide Control, Wheel Lift Control, Quickshifter, Launch Control, ABS, Unified Braking System.",,,,,,,,,,,,,,,"The YZF-R1 features the most advanced MotoGPÆ-inspired electronics package ever offered on a supersport machine: a full suite of inter-related technologies, enabling the rider to enjoy the fullest range of performance with great comfort, control, and ease of operation."
Yamaha YZF-R1,Yamaha,YZF-R1,2015,Sport," 3.7  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.","US$ 16490.   MSRP depends on country, taxes, accessories, etc.",998.0 ccm (60.90 cubic inches),Crossplane crankshaft technology. Titanium intake valves.,"In-line four, four-stroke",,,,,,,,13.0:1,79.0 x 50.9 mm (3.1 x 2.0 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),Multiplate slipper clutch,O-ring chain,6.92 litres/100 km (14.5 km/l or 33.99 mpg),160.5 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,,24.0&deg;,102 mm (4.0 inches),43mm KYB  inverted fork,119 mm (4.7 inches),"KYB  Single shock w/piggyback reservoir, 4-way adjustable",119 mm (4.7 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS. Hydraulic. Four-piston calipers. ,320 mm (12.6 inches),Single disc. ABS. ,220 mm (8.7 inches),,,,199.1 kg (439.0 pounds),,,,"856 mm (33.7 inches) If adjustable, lowest setting.",,1151 mm (45.3 inches),2055 mm (80.9 inches),691 mm (27.2 inches),,1405 mm (55.3 inches),17.03 litres (4.50 US gallons),,,"Raven, Team Yamaha Blue/Matte Silver,
Rapid Red/Pearl White",Electric,,,,,1 Year Limited Factory Warranty,Seven-level Traction Control System.,,,,,,,,,,,,,,,"The 2015 YZF-R1 features a completely new, lightweight and compact, crossplane-concept, inline-four-cylinder, 998cc high-output engine. Featuring a first ever for a production motorcycle, titanium fracture split connecting rods delivering extremely high horsepower and a strong pulse of linear torque for outstanding performance."
Yamaha YZF-R1,Yamaha,YZF-R1,2014,Sport," 3.8  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",,998.0 ccm (60.90 cubic inches),Crossplane crankshaft technology. Titanium intake valves.,"In-line four, four-stroke",,,,,,,,12.7:1,78.0 x 52.2 mm (3.1 x 2.1 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),Multiplate slipper clutch,#530 O-ring chain,7.13 litres/100 km (14.0 km/l or 32.99 mpg),165.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,,24.0&deg;,102 mm (4.0 inches),43mm inverted fork,119 mm (4.7 inches),Single shock w/piggyback reservoir,119 mm (4.7 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc. Six-piston calipers. Radially mounted. ,310 mm (12.2 inches),Single disc. Single-piston caliper. ,220 mm (8.7 inches),,,,205.9 kg (454.0 pounds),,,,"836 mm (32.9 inches) If adjustable, lowest setting.",,1130 mm (44.5 inches),2070 mm (81.5 inches),714 mm (28.1 inches),,1415 mm (55.7 inches),18.17 litres (4.80 US gallons),,,"Team Yamaha Blue/White, Matte Gray, Rapid Red/Raven",Electric,,,,,1 Year (Limited Factory Warranty),Seven-level Traction Control System.,,,,,,,,,,,,,,,This R1 keeps all the technological superiorities developed for its predecessor: YCC-TÆ (Yamaha Chip Controlled Throttle) is a MotoGPÆ inspired fly-by- wire technology used to deliver instant throttle response. YCC-IÆ is Yamaha Chip Controlled Intake which is a variable intake system that broadens the spread of power. The fuel injection system provides optimum air/fuel mixtures for maximum power and smooth throttle repsonse.
Yamaha YZF-R1,Yamaha,YZF-R1,2013,Sport," 3.6  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.","US$ 14490.   MSRP depends on country, taxes, accessories, etc.",998.0 ccm (60.90 cubic inches),Titanium intake valves,"In-line four, four-stroke",,,,,,,,12.7:1,78.0 x 52.2 mm (3.1 x 2.1 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),,#530 O-ring chain,7.13 litres/100 km (14.0 km/l or 32.99 mpg),165.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,,24.0&deg;,102 mm (4.0 inches),43mm inverted fork,119 mm (4.7 inches),Single shock w/piggyback reservoir,102 mm (4.0 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc. Six-piston calipers. Radially mounted. ,310 mm (12.2 inches),Single disc. Single-piston caliper. ,220 mm (8.7 inches),,,,205.9 kg (454.0 pounds),,,,"836 mm (32.9 inches) If adjustable, lowest setting.",,1130 mm (44.5 inches),2070 mm (81.5 inches),714 mm (28.1 inches),,1415 mm (55.7 inches),18.17 litres (4.80 US gallons),,,"Team Yamaha Blue/White, Matte Gray, Rapid Red/Raven",Electric,,,,,1 Year (Limited Factory Warranty),,,,,,,,,,,,,,,,"The YZF-R1 benefits from MotoGPÆ technology ñ a seven-level Traction Control System. The system has been developed so the rider does not feel any unnatural or harsh intervention from the system. In addition, traction control can aid in reducing tire wear due to less wheel spin. Coupled with the three level D-Mode electronic throttle response control, riders have 21 different choices available to tailor the YZF-R1 to their riding preference."
Yamaha YZF-R1,Yamaha,YZF-R1,2012,Sport," 3.8  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.","US$ 13990.   MSRP depends on country, taxes, accessories, etc.",998.0 ccm (60.90 cubic inches),Titanium intake valves,"In-line four, four-stroke",,,,,,,,12.7:1,78.0 x 52.2 mm (3.1 x 2.1 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),Slipper-type back torque-limiting clutch,#530 O-ring chain,7.13 litres/100 km (14.0 km/l or 32.99 mpg),165.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,,24.0&deg;,102 mm (4.0 inches),43mm inverted fork,119 mm (4.7 inches),Single shock w/piggyback reservoir,102 mm (4.0 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc,310 mm (12.2 inches),Single disc,220 mm (8.7 inches),,,,205.9 kg (454.0 pounds),,,,"833 mm (32.8 inches) If adjustable, lowest setting.",,1130 mm (44.5 inches),2070 mm (81.5 inches),714 mm (28.1 inches),,1415 mm (55.7 inches),18.17 litres (4.80 US gallons),,,"Pearl White/Rapid Red, Pearl White/Candy Red, Raven black, Team Yamaha Blue/White",Electric,,,,,1 Year (Limited Factory Warranty),,,,,,,,,,,,,,,,"For 2012, the YZF-R1 receives another benefit from MotoGPÆ technology ñ a seven-level Traction Control System. The system has been developed so the rider does not feel any unnatural or harsh intervention from the system."
Yamaha YZF-R1,Yamaha,YZF-R1,2011,Sport," 3.7  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",US$ 13790. Euro 15495,998.0 ccm (60.90 cubic inches),Titanium intake valves,"In-line four, four-stroke",179.6 HP (131.1  kW)) @ 12500 RPM,115.0 Nm (11.7 kgf-m or 84.8 ft.lbs) @ 10000 RPM,,,,,,12.7:1,78.0 x 52.2 mm (3.1 x 2.1 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,Wet sump,Liquid,6-speed,Chain   (final drive),"Wet, multiple-disc coil spring",#530 O-ring chain,7.13 litres/100 km (14.0 km/l or 32.99 mpg),165.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,Aluminium Deltabox,24.0&deg;,102 mm (4.0 inches),43mm inverted fork,119 mm (4.7 inches),Single shock w/piggyback reservoir,119 mm (4.7 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc,310 mm (12.2 inches),Single disc,220 mm (8.7 inches),,,,205.9 kg (454.0 pounds),,,,"833 mm (32.8 inches) If adjustable, lowest setting.",,1130 mm (44.5 inches),2070 mm (81.5 inches),714 mm (28.1 inches),,1415 mm (55.7 inches),18.17 litres (4.80 US gallons),,3.70 litres (3.91 US quarts),"Candy Red/Raven, Raven, Team Yamaha Blue/White",Electric,,,,,1 Year Limited Factory Warranty,,,,,,,,,,,,,,,,"Back for 2011, the YZF-R1 is the only production motorcycle with a crossplane crankshaft. Crossplane technology, first pioneered in MotoGPÆ racing with the M1, puts each piston 90∞ from the next, with an uneven firing interval of 270∞- 180∞- 90∞- 180∞. "
Yamaha YZF-R1,Yamaha,YZF-R1,2010,Sport," 3.5  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.","US$ 13290.   MSRP depends on country, taxes, accessories, etc.",998.0 ccm (60.90 cubic inches),,"In-line four, four-stroke",,,,,,,,12.7:1,78.0 x 52.2 mm (3.1 x 2.1 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),,,7.12 litres/100 km (14.0 km/l or 33.04 mpg),165.2 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,,24.0&deg;,102 mm (4.0 inches),43mm inverted fork,119 mm (4.7 inches),Single shock w/piggyback reservoir,102 mm (4.0 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc,310 mm (12.2 inches),Single disc,220 mm (8.7 inches),,,,205.9 kg (454.0 pounds),,,,"833 mm (32.8 inches) If adjustable, lowest setting.",,1130 mm (44.5 inches),2060 mm (81.1 inches),714 mm (28.1 inches),,1415 mm (55.7 inches),18.16 litres (4.80 US gallons),,,"Raven, Team Yamaha Blue/White, Pearl White",Electric,,,,,,"The YZF-R1 is the only production motorcycle with a crossplane crankshaft. Crossplane technology, first pioneered in MotoGPÆ racing with the M1, puts each piston 90∞ from the next, with an uneven firing interval of 270∞- 180∞- 90∞- 180∞. This uneven order lets power build more smoothly.",,,,,,,,,,,,,,,"The YZF-R1 garnered the prestigious award as the 2009 Motorcycle of the Year from Motorcyclist Magazine. The YZF-R1 was chosen for its MotoGPÆ-inspired engine and chassis technology, and for its luxurious fit and finish."
Yamaha YZF-R1,Yamaha,YZF-R1,2009,Sport," 3.6  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.","US$ 12490.   MSRP depends on country, taxes, accessories, etc.",998.0 ccm (60.90 cubic inches),,"In-line four, four-stroke",,,,,,,,12.7:1,78.0 x 52.2 mm (3.1 x 2.1 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI: Transistor Controlled Ignition,,Liquid,6-speed,Chain   (final drive),,,,,,,,24.0&deg;,102 mm (4.0 inches),43mm inverted fork,119 mm (4.7 inches),Single shock w/piggyback reservoir,51 mm (2.0 inches),120/70-ZR17 ,190/55-ZR17 ,Double disc,310 mm (12.2 inches),Single disc,220 mm (8.7 inches),,,,205.9 kg (454.0 pounds),,,,"833 mm (32.8 inches) If adjustable, lowest setting.",,1130 mm (44.5 inches),2060 mm (81.1 inches),714 mm (28.1 inches),,1415 mm (55.7 inches),18.16 litres (4.80 US gallons),,,"Raven/Candy Red, Pearl White/Rapid Red, Cadmium Yellow, Team Yamaha Blue/White",Electric,,,,,,,,,,,,,,,,,,,,,"In the supersport liter class, thereîôs always lots of talk about power. You expect that. What you wouldnîôt have expected ñ until now ñ is a radically superior way to deliver that power."
Yamaha YZF-R1,Yamaha,YZF-R1,2008,Sport," 3.6  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.","US$ 11699.   MSRP depends on country, taxes, accessories, etc.",998.0 ccm (60.90 cubic inches),,"In-line four, four-stroke",177.6 HP (129.6  kW)),112.7 Nm (11.5 kgf-m or 83.1 ft.lbs),287.0 km/h (178.3 mph),,,,,12.7:1,77.0 x 53.6 mm (3.0 x 2.1 inches),4,Injection. Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),TCI,Wet sump,Liquid,6-speed,Chain   (final drive),Cable-,#530 O-ring chain,,,,,"Deltabox V aluminium, twin spar",24.0&deg;,102 mm (4.0 inches),43mm inverted fork,119 mm (4.7 inches),Single shock w/piggyback reservoir,102 mm (4.0 inches),120/70-ZR17 ,190/50-ZR17 ,Double disc. Six-piston calipers. ,310 mm (12.2 inches),Single disc. Single-piston caliper. ,220 mm (8.7 inches),,,176.9 kg (390.0 pounds),190.0 kg (418.9 pounds),1.0037 HP/kg,,,"836 mm (32.9 inches) If adjustable, lowest setting.",,1110 mm (43.7 inches),2060 mm (81.1 inches),719 mm (28.3 inches),135 mm (5.3 inches),1415 mm (55.7 inches),17.97 litres (4.75 US gallons),,3.10 litres (3.28 US quarts),"Blue/white, raven, candy red",Electric,,,,,,,,SAE 10W-40,K & N KN-303,DOT 4,3.00 litres (0.79 US gallons),YTZ10S,"NGK, CR9EK",1200  +/- 50  RPM,530,116,17/45 (front/rear),36 PSI (2.5 Bar or 250 kPa),42 PSI (2.9 Bar or 290 kPa),43 mm (1.7 inches),"Light, powerful and packed with trickle-down MotoGP technology, the YZF-R1 is the most advanced Open-class production motorcycle ever built.
"
Yamaha YZF-R1,Yamaha,YZF-R1,2007,Sport," 3.8  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.","US$ 11599.   MSRP depends on country, taxes, accessories, etc.",998.0 ccm (60.90 cubic inches),,"In-line four, four-stroke",,,,,,,,12.7:1,77.0 x 53.6 mm (3.0 x 2.1 inches),,Injection.  Fuel Injection with YCC-T and YCC-I,Double Overhead Cams/Twin Cam (DOHC),Digital TCI,,Liquid,6-speed,Chain   (final drive),,,,,,,,24.0&deg;,102 mm (4.0 inches),"43mm inverted telescopic fork w/adjustable preload, compression damping, rebound damping",119 mm (4.7 inches),Single shock w/piggyback reservoir,130 mm (5.1 inches),120/70-ZR17 ,190/50-ZR17 ,Double disc,310 mm (12.2 inches),Single disc,220 mm (8.7 inches),,,176.9 kg (390.0 pounds),,,,,"836 mm (32.9 inches) If adjustable, lowest setting.",,1110 mm (43.7 inches),2060 mm (81.1 inches),719 mm (28.3 inches),,1415 mm (55.7 inches),17.97 litres (4.75 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,"All-new, light, powerful and packed with trickle-down MotoGP trickery, the YZF-R1 is the most advanced Open-class production motorcycle ever built. 
"
