Full name,Make,Model,Year,Category,Rating,Price as new (MSRP),Displacement,Engine type,Engine details,Power,Torque,Top speed,1/4 mile (0.4 km),0-100 km/h (0-62 mph),"60-140 km/h (37-87 mph), highest gear",Max RPM,Compression,Bore x stroke,Valves per cylinder,Fuel system,Fuel control,Ignition,Lubrication system,Cooling system,Gearbox,Transmission type,Clutch,Driveline,Fuel consumption,Greenhouse gases,Emission details,Exhaust system,Frame type,Rake (fork angle),Trail,Front suspension,Front wheel travel (mm),Rear suspension,Rear wheel travel (mm),Front tyre,Rear tyre,Front brakes,Front brakes diameter,Rear brakes,Rear brakes diameter,Wheels,Seat,Dry weight,"Weight incl. oil, gas, etc",Power/weight ratio,Front percentage of weight,Rear percentage of weight,Seat height,Alternate seat height,Overall height,Overall length,Overall width,Ground clearance,Wheelbase,Fuel capacity,Reserve fuel capacity,Oil capacity,Color options,Starter,Instruments,Electrical,Light,Carrying capacity,Factory warranty,Comments,Modifications compared to previous model,Engine oil,Oil filter,Brake fluid,Coolant,Battery,Spark plugs,Idle speed,Chain size,Chain links,Sprockets,Tire pressure front,Tire pressure rear,Fork tube size,Profilation
BMW K 1200 LT,BMW,K 1200 LT,2001,Touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",98.0 HP (71.5  kW)) @ 6750 RPM,115.0 Nm (11.7 kgf-m or 84.8 ft.lbs) @ 4750 RPM,198.0 km/h (123.0 mph),,,,,,70.5 x 75.0 mm (2.8 x 3.0 inches),4,Injection,,,,,5-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,102 mm (4.0 inches),,130 mm (5.1 inches),120/70-ZR17 ,160/70-ZR17 ,Dual disc,305 mm (12.0 inches),Single disc,285 mm (11.2 inches),,,,388.0 kg (855.4 pounds),,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",,,,,1633 mm (64.3 inches),24.00 litres (6.34 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 LT,BMW,K 1200 LT,2000,Touring," 3.5  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",98.0 HP (71.5  kW)) @ 6750 RPM,115.0 Nm (11.7 kgf-m or 84.8 ft.lbs) @ 4750 RPM,200.0 km/h (124.3 mph),,,,,,,,,,,,Liquid,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,354.0 kg (780.4 pounds),,0.2768 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",,,,,1633 mm (64.3 inches),23.40 litres (6.18 US gallons),,,"Red, blue, champagne",,,,,,,This bike actually has reverse!!,,,,,,,,,,,,,,,
BMW K 1200 LT,BMW,K 1200 LT,1999,Touring," 3.9  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",98.0 HP (71.5  kW)) @ 7000 RPM,115.0 Nm (11.7 kgf-m or 84.8 ft.lbs) @ 4750 RPM,198.0 km/h (123.0 mph),,4.60 seconds,16.50 seconds,,10.8:1,70.5 x 75.0 mm (2.8 x 3.0 inches),,,,,,Liquid,5-speed,Shaft drive (cardan)   (final drive),,,6.20 litres/100 km (16.1 km/l or 37.94 mpg),143.8 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,,,,,102 mm (4.0 inches),,130 mm (5.1 inches),120/70-R17 ,160/70-R17 ,"Dual disc, ABS",305 mm (12.0 inches),"Single disc, ABS",285 mm (11.2 inches),,,,388.0 kg (855.4 pounds),,46.4,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",,,,,1630 mm (64.2 inches),24.00 litres (6.34 US gallons),,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 R,BMW,K 1200 R,2008,Sport," 3.4  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",,1157.0 ccm (70.60 cubic inches),,"In-line four, four-stroke",160.9 HP (117.5  kW)) @ 10250 RPM,127.0 Nm (12.9 kgf-m or 93.7 ft.lbs) @ 8250 RPM,,,,,,13.0:1,79.0 x 59.0 mm (3.1 x 2.3 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,4.70 litres/100 km (21.3 km/l or 50.05 mpg),109.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridge-type, cast aluminium, load bearing engine",29.0&deg;,108 mm (4.3 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-17 ,180/55-17 ,Double disc. Optional ABS,320 mm (12.6 inches),Single disc. Optional ABS,265 mm (10.4 inches),,,211.0 kg (465.2 pounds),237.0 kg (522.5 pounds),0.7627 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1240 mm (48.8 inches),2228 mm (87.7 inches),872 mm (34.3 inches),,1580 mm (62.2 inches),19.00 litres (5.02 US gallons),2.00 litres (0.53 US gallons),,,Electric,,,,,,,,,,,,,,,,,,,,,"If you put spurs to this beast, you not only zoom from 0 to 100 km/h in 2.9 seconds but also from 60 to 140 km/h in 7.1 seconds ñ a podium position is guaranteed!"
BMW K 1200 R,BMW,K 1200 R,2006,Naked bike," 3.7  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",,1157.0 ccm (70.60 cubic inches),,"In-line four, four-stroke",160.9 HP (117.5  kW)) @ 10250 RPM,127.0 Nm (12.9 kgf-m or 93.7 ft.lbs) @ 8250 RPM,,,,,,13.0:1,79.0 x 59.0 mm (3.1 x 2.3 inches),4,Injection.  Electronic intake pipe injection / digital engine management including knock sensor (BMS-K),,,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,4.70 litres/100 km (21.3 km/l or 50.05 mpg),109.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridging frame, die-cast aluminium, load bearing engine",29.0&deg;,101 mm (4.0 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Die-cast aluminium single-sided swinging arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/50-ZR17 ,Double disc,320 mm (12.6 inches),Single disc,265 mm (10.4 inches),,,211.0 kg (465.2 pounds),237.0 kg (522.5 pounds),0.7627 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1230 mm (48.4 inches),2228 mm (87.7 inches),856 mm (33.7 inches),,1580 mm (62.2 inches),19.00 litres (5.02 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,"Climb on the ultimate muscle bike and get a grip as you accelerate in a mere 2.9 seconds from 0 to 100 km/h. Your adrenalin level will respond instantly as you speed-shift through the six-speed gearbox. With its 163 bhp the K 1200 R is the most powerful production naked bike in the world.
"
BMW K 1200 R,BMW,K 1200 R,2005,Naked bike," 3.5  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",,1157.0 ccm (70.60 cubic inches),,"In-line four, four-stroke",163.0 HP (119.0  kW)) @ 10250 RPM,127.0 Nm (12.9 kgf-m or 93.7 ft.lbs) @ 8250 RPM,220.0 km/h (136.7 mph),,,,,,,4,Carburettor,,,,Liquid,6-speed,Shaft drive (cardan)   (final drive),,,5.50 litres/100 km (18.2 km/l or 42.77 mpg),127.6 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,,,,,,,135 mm (5.3 inches),,,Double disc. EVO 4 pistons (ABS),320 mm (12.6 inches),Single disc. 2 piston,265 mm (10.4 inches),,,,237.0 kg (522.5 pounds),,,,,,,,,,,19.00 litres (5.02 US gallons),5.00 litres (1.32 US gallons),,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 R Sport,BMW,K 1200 R Sport,2008,Sport," 3.5  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",,1157.0 ccm (70.60 cubic inches),,"In-line four, four-stroke",160.9 HP (117.5  kW)) @ 10250 RPM,127.0 Nm (12.9 kgf-m or 93.7 ft.lbs) @ 8250 RPM,,,,,,13.0:1,79.0 x 59.0 mm (3.1 x 2.3 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),,,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,4.70 litres/100 km (21.3 km/l or 50.05 mpg),109.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridge-type frame, cast aluminium, load bearing engine",29.0&deg;,108 mm (4.2 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-17 ,180/55-17 ,Double disc,320 mm (12.6 inches),Single disc,265 mm (10.4 inches),,,227.5 kg (501.6 pounds),248.0 kg (546.7 pounds),0.7073 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,,2182 mm (85.9 inches),,,1580 mm (62.2 inches),19.00 litres (5.02 US gallons),2.00 litres (0.53 US gallons),,,,,,,,,,,,,,,,,,,,,,,,"Thereîôs no going back: the line of the toughest naked bikes combined with the performance of a faired power bike. High handlebars for top-precision handling, a long wheelbase for maximum riding stability. "
BMW K 1200 R Sport,BMW,K 1200 R Sport,2007,Sport," 3.7  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",,1157.0 ccm (70.60 cubic inches),,"In-line four, four-stroke",163.0 HP (119.0  kW)) @ 10250 RPM,127.5 Nm (13.0 kgf-m or 94.0 ft.lbs) @ 8250 RPM,,,,,,13.0:1,,,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Chain   (final drive),,,,,,,Composite aluminum frame,,,BMW Duolever,114 mm (4.5 inches),BMW EVO Paralever,135 mm (5.3 inches),120/70-17 ,180/55-17 ,,320 mm (12.6 inches),,264 mm (10.4 inches),,,215.0 kg (474.0 pounds),,0.7581 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,,2228 mm (87.7 inches),856 mm (33.7 inches),,1580 mm (62.2 inches),18.92 litres (5.00 US gallons),,,"White Aluminum Metallic,Cosmic Blue metallic",,,,,,,,,,,,,,,,,,,,,,"The new K 1200 R Sport is the latest addition to BMW¥s collection of 4 cylinder bikes. This performance sports tourer is a dynamic, more civilized version of the revolutionary K 1200 R, which won Motorcyclist¥s Bike of the Year in 2005. It features a semi-faired design that provides protection from wind and rain while allowing the rider to assume a more upright position than other sport bikes. But don¥t let its refinements fool you. The K 1200 R Sport features the same 163 hp growl of its unfaired sibling and is capable of rocketing you to motorcycle euphoria in a matter of moments. Ready to hit the throttle? It hits the streets in 2007.
"
BMW K 1200 RS,BMW,K 1200 RS,2005,Sport touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",128.7 HP (94.0  kW)) @ 8750 RPM,117.0 Nm (11.9 kgf-m or 86.3 ft.lbs) @ 6750 RPM,286.0 km/h (177.7 mph),,,,,11.5:1,70.5 x 75.0 mm (2.8 x 3.0 inches),4,"Injection. Electronic intake pipe injection / BMW engine management, Motronic MA 2.4 with overrun fuel cut-off",Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Single-disc dry clutch, hydraulically operated",,4.90 litres/100 km (20.4 km/l or 48.00 mpg),113.7 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridging frame consisting of die-cast aluminium, engine decoupled from vibration through bearings",27.3&deg;,124 mm (4.9 inches),BMW Motorrad Telelever,115 mm (4.5 inches),Die-cast aluminium single-sided swinging arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. 4-piston caliper,320 mm (12.6 inches),Single disc. 2-piston caliper,285 mm (11.2 inches),,,266.0 kg (586.4 pounds),285.0 kg (628.3 pounds),0.4839 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.",,1200 mm (47.2 inches),2250 mm (88.6 inches),850 mm (33.5 inches),,1550 mm (61.0 inches),20.50 litres (5.42 US gallons),,,,Electric,,,,,,ABS brakes.,,,,,,,,,,,,,,,"The K 1200 RS is the shortest connection between high-tech and passion. Whether two people want to go for long rides in comfort or whether you want to do some sporty riding, the K 1200 RS provides the dynamic power for that spontaneous adrenalin kick and individual comfort on long trips. "
BMW K 1200 RS,BMW,K 1200 RS,2004,Sport touring," 3.9  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",130.0 HP (94.9  kW)) @ 8750 RPM,117.0 Nm (11.9 kgf-m or 86.3 ft.lbs) @ 6750 RPM,235.0 km/h (146.0 mph),,,,,11.5:1,70.5 x 75.0 mm (2.8 x 3.0 inches),4,Injection,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan)   (final drive),,,4.90 litres/100 km (20.4 km/l or 48.00 mpg),113.7 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridging frame consisting of die-cast aluminium, engine decoupled from vibration through bearings.",27.2&deg;,124 mm (4.9 inches),"BMW Motorrad Telelever; stanchion diameter 35 mm, central strut.",115 mm (4.5 inches),"Die-cast aluminium single-sided swing arm with BMW Motorrad Paralever; central spring strut, spring pre-load hydraulically adjustable to continuously variable levels by means of handwheel.",150 mm (5.9 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc. 4-piston caliper,305 mm (12.0 inches),Single disc. 2-piston caliper,285 mm (11.2 inches),,,266.0 kg (586.4 pounds),,0.4887 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",1200 mm (47.2 inches),2250 mm (88.6 inches),850 mm (33.5 inches),,1555 mm (61.2 inches),20.50 litres (5.42 US gallons),4.00 litres (1.06 US gallons),,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 RS,BMW,K 1200 RS,2003,Sport touring," 3.8  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",130.0 HP (94.9  kW)) @ 8750 RPM,118.0 Nm (12.0 kgf-m or 87.0 ft.lbs) @ 5500 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0 kg (628.3 pounds),,0.4561 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",,,,,1535 mm (60.4 inches),20.00 litres (5.28 US gallons),5.00 litres (1.32 US gallons),,"Black, Blue, Blue/Red",,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 RS,BMW,K 1200 RS,2002,Sport touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",130.0 HP (94.9  kW)) @ 7000 RPM,118.0 Nm (12.0 kgf-m or 87.0 ft.lbs) @ 5500 RPM,,,,,,,75.0 x 70.0 mm (3.0 x 2.8 inches),4,,,,,,,Shaft drive (cardan)   (final drive),,,,,,,,,,,150 mm (5.9 inches),,115 mm (4.5 inches),120/70-ZR17 ,170/60-ZR17 ,,,,,,,285.0 kg (628.3 pounds),,0.4561 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.",,,,,,,20.00 litres (5.28 US gallons),4.00 litres (1.06 US gallons),,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 RS,BMW,K 1200 RS,2001,Sport touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",98.0 HP (71.5  kW)) @ 7000 RPM,118.0 Nm (12.0 kgf-m or 87.0 ft.lbs) @ 5500 RPM,225.0 km/h (139.8 mph),,,,,,70.5 x 75.0 mm (2.8 x 3.0 inches),4,Injection,,,,,6-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,115 mm (4.5 inches),,150 mm (5.9 inches),120/70-ZR17 ,170/60-ZR17 ,Dual disc,305 mm (12.0 inches),Single disc,285 mm (11.2 inches),,,,285.0 kg (628.3 pounds),,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",,,,,1555 mm (61.2 inches),21.00 litres (5.55 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 RS,BMW,K 1200 RS,2000,Sport touring," 3.5  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",130.0 HP (94.9  kW)) @ 8750 RPM,117.0 Nm (11.9 kgf-m or 86.3 ft.lbs) @ 6750 RPM,225.0 km/h (139.8 mph),,,,,,,,,,,,Liquid,6-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,264.0 kg (582.0 pounds),,0.4924 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",,,,,1555 mm (61.2 inches),20.50 litres (5.42 US gallons),,,"Red, gray, silver/blue for extra charge",,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 RS,BMW,K 1200 RS,1999,Sport touring," 3.8  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",130.0 HP (94.9  kW)) @ 8750 RPM,117.0 Nm (11.9 kgf-m or 86.3 ft.lbs) @ 6750 RPM,248.0 km/h (154.1 mph),,3.30 seconds,7.50 seconds,,11.5:1,70.5 x 75.0 mm (2.8 x 3.0 inches),4,,,,,Liquid,6-speed,Shaft drive (cardan)   (final drive),,,7.10 litres/100 km (14.1 km/l or 33.13 mpg),164.7 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,,,,,115 mm (4.5 inches),,150 mm (5.9 inches),120/70-ZR17 ,170/60-ZR17 ,Dual disc,305 mm (12.0 inches),Single disc,285 mm (11.2 inches),,,,290.0 kg (639.3 pounds),,50.7,,"790 mm (31.1 inches) If adjustable, lowest setting.","820 mm (32.3 inches) If adjustable, highest setting.",,,,,1555 mm (61.2 inches),21.00 litres (5.55 US gallons),,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 RS,BMW,K 1200 RS,1998,Sport touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",130.0 HP (94.9  kW)) @ 8750 RPM,117.0 Nm (11.9 kgf-m or 86.3 ft.lbs) @ 6750 RPM,250.0 km/h (155.3 mph),,,,,,,4,,,,,Liquid,6-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,264.0 kg (582.0 pounds),,0.4924 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 RS,BMW,K 1200 RS,1997,Sport touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1171.0 ccm (71.45 cubic inches),,"In-line four, four-stroke",130.0 HP (94.9  kW)),117.0 Nm (11.9 kgf-m or 86.3 ft.lbs),250.0 km/h (155.3 mph),,,,,,,4,,,,,Liquid,6-speed,Shaft drive (cardan)   (final drive),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,264.0 kg (582.0 pounds),,0.4924 HP/kg,,,"770 mm (30.3 inches) If adjustable, lowest setting.","800 mm (31.5 inches) If adjustable, highest setting.",,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,
BMW K 1200 S,BMW,K 1200 S,2008,Sport touring," 3.8  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1157.0 ccm (70.60 cubic inches),,"In-line four, four-stroke",164.9 HP (120.4  kW)) @ 10250 RPM,130.0 Nm (13.3 kgf-m or 95.9 ft.lbs) @ 8250 RPM,,,,,,13.0:1,79.0 x 59.0 mm (3.1 x 2.3 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),,,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,4.70 litres/100 km (21.3 km/l or 50.05 mpg),109.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridge-type frame, cast aluminium, load-bearing engine",29.0&deg;,119 mm (4.7 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-17 ,190/50-17 ,Double disc,320 mm (12.6 inches),Single disc,265 mm (10.4 inches),,,227.5 kg (501.6 pounds),248.0 kg (546.7 pounds),0.7250 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,,2182 mm (85.9 inches),905 mm (35.6 inches),,1571 mm (61.9 inches),19.00 litres (5.02 US gallons),2.00 litres (0.53 US gallons),,,Electric,,,,,,,,,,,,,,,,,,,,,"The hottest item BMW Motorrad engineers ever let out on the road. An experience on asphalt you wonîôt forget. With a unique combination of technology, performance and design. "
BMW K 1200 S,BMW,K 1200 S,2006,Sport," 3.9  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",,1157.0 ccm (70.60 cubic inches),,"In-line four, four-stroke",164.9 HP (120.4  kW)) @ 10250 RPM,130.0 Nm (13.3 kgf-m or 95.9 ft.lbs) @ 8250 RPM,,,,,,13.0:1,79.0 x 59.0 mm (3.1 x 2.3 inches),4,Injection.  Electronic intake pipe injection / digital engine management including knock sensor (BMS-K),,,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,4.70 litres/100 km (21.3 km/l or 50.05 mpg),109.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridging frame, die-cast aluminium, load bearing engine",29.0&deg;,112 mm (4.4 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Die-cast aluminium single-sided swinging arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,190/50-ZR17 ,Double disc,320 mm (12.6 inches),Single disc,265 mm (10.4 inches),,,226.5 kg (499.3 pounds),248.0 kg (546.7 pounds),0.7282 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1211 mm (47.7 inches),2182 mm (85.9 inches),905 mm (35.6 inches),,1571 mm (61.9 inches),,,,,,,,,,,,,,,,,,,,,,,,,,"Sport is about being number one - on the BMW K 1200 S. Its main aim is: never trail the pack. It was created as a masterpiece of engineering for a thrilling riding experience featuring a hitherto unknown combination of technology, performance and design. This innovative powerhouse on two wheels represents a challenge for every ambitious sports riders."
BMW K 1200 S,BMW,K 1200 S,2005,Sport," 3.9  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",,1157.0 ccm (70.60 cubic inches),,"In-line four, four-stroke",164.9 HP (120.4  kW)) @ 10250 RPM,130.0 Nm (13.3 kgf-m or 95.9 ft.lbs) @ 8250 RPM,200.0 km/h (124.3 mph),,,,,13.0:1,79.0 x 59.0 mm (3.1 x 2.3 inches),4,Injection.  Electronic intake pipe injection / digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,4.70 litres/100 km (21.3 km/l or 50.05 mpg),109.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,,"Bridging frame, die-cast aluminium, load bearing engine",29.0&deg;,112 mm (4.4 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Die-cast aluminium single-sided swinging arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,190/50-ZR17 ,Double disc,320 mm (12.6 inches),Single disc,265 mm (10.4 inches),,,226.5 kg (499.3 pounds),248.0 kg (546.7 pounds),0.7282 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1211 mm (47.7 inches),2182 mm (85.9 inches),905 mm (35.6 inches),,1571 mm (61.9 inches),19.00 litres (5.02 US gallons),,,,Electric,,,,,,ABS brakes.,,,,,,,,,,,,,,,"Sport is about being number one - on the BMW K 1200 S. Its main aim is: never trail the pack. It was created as a masterpiece of engineering for a thrilling riding experience featuring a hitherto unknown combination of technology, performance and design."
BMW K 1300 GT,BMW,K 1300 GT,2010,Sport touring," 3.3  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",,1293.0 ccm (78.90 cubic inches),,"In-line four, four-stroke",158.2 HP (115.5  kW)) @ 9000 RPM,135.0 Nm (13.8 kgf-m or 99.6 ft.lbs) @ 8000 RPM,,,,,,13.0:1,80.0 x 64.3 mm (3.1 x 2.5 inches),4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),,,,Liquid,6-speed,Shaft drive (cardan)   (final drive),"Multiple-disc clutch in oil bath, hydraulically operated",,5.00 litres/100 km (20.0 km/l or 47.04 mpg),116.0 CO2 g/km. (CO2 - Carbon dioxide emission) ,,"Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type frame, cast aluminium, load-bearing engine",29.4&deg;,112 mm (4.4 inches),BMW Motorrad Duolever,115 mm (4.5 inches),Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135 mm (5.3 inches),120/70-ZR17 ,180/55-ZR17 ,Double disc,320 mm (12.6 inches),Single disc,294 mm (11.6 inches),,,255.0 kg (562.2 pounds),288.0 kg (634.9 pounds),0.6205 HP/kg,,,"820 mm (32.3 inches) If adjustable, lowest setting.",,1438 mm (56.6 inches),2318 mm (91.3 inches),965 mm (38.0 inches),,1572 mm (61.9 inches),24.00 litres (6.34 US gallons),4.00 litres (1.06 US gallons),,"Red, beige, blue",Electric,,,,,,,,,,,,,,,,,,,,,"Quite simply, the new K 1300 GT is the best sports tourer motorcycle BMW Motorrad has ever made. Its 1300cc engine develops an impressive 160hp, enabling it to respond effortlessly to the demands of any situation. And the BMW Motorrad Duolever and optional ESA II deliver a perfectly smooth ride."
